sysml_path,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,ready_signals,improvement_cues,parse_status
data/000749/000749.sysml,91.7,SENTINEL-Ready,100.0,79.2,88.6,100.0,97.9,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000750/000750.sysml,79.3,Simulation-Ready,100.0,60.9,66.0,96.0,81.9,100.0%,Layer 1 compiler and type-resolution signals look strong. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,"Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking.",ok
data/000751/000751.sysml,83.0,Simulation-Ready,95.0,69.4,74.9,96.0,88.0,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/000752/000752.sysml,93.7,SENTINEL-Ready,100.0,82.1,93.3,100.0,98.4,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000753/000753.sysml,87.4,SENTINEL-Ready,100.0,74.0,81.0,94.0,95.5,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000754/000754.sysml,94.5,SENTINEL-Ready,100.0,94.4,84.0,100.0,98.6,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000755/000755.sysml,89.0,SENTINEL-Ready,100.0,72.0,85.2,100.0,97.2,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000756/000756.sysml,92.9,SENTINEL-Ready,100.0,83.9,88.6,100.0,98.2,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000757/000757.sysml,89.6,SENTINEL-Ready,100.0,76.0,88.8,92.0,95.7,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000758/000758.sysml,97.4,SENTINEL-Ready,100.0,96.8,93.3,100.0,99.3,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000759/000759.sysml,89.0,SENTINEL-Ready,90.0,80.1,88.5,98.0,96.7,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000760/000760.sysml,89.2,SENTINEL-Ready,100.0,80.9,78.4,100.0,93.8,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000761/000761.sysml,96.0,SENTINEL-Ready,100.0,96.8,87.8,100.0,99.0,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000762/000762.sysml,89.2,SENTINEL-Ready,97.5,76.6,83.8,100.0,97.2,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000763/000763.sysml,94.6,SENTINEL-Ready,97.5,91.2,90.3,100.0,98.6,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000764/000764.sysml,93.9,SENTINEL-Ready,97.5,91.0,93.3,100.0,84.8,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000765/000765.sysml,89.2,SENTINEL-Ready,100.0,78.3,79.7,100.0,97.2,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000766/000766.sysml,95.9,SENTINEL-Ready,100.0,90.8,93.3,100.0,98.9,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000767/000767.sysml,90.2,SENTINEL-Ready,100.0,76.9,84.9,100.0,97.5,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000768/000768.sysml,90.3,SENTINEL-Ready,100.0,78.3,85.7,97.5,97.0,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000769/000769.sysml,85.0,Simulation-Ready,97.5,75.1,79.1,91.0,84.0,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000770/000770.sysml,77.2,Simulation-Ready,100.0,53.6,71.0,81.0,88.5,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/000771/000771.sysml,92.9,SENTINEL-Ready,100.0,84.6,87.8,100.0,98.2,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000772/000772.sysml,88.9,SENTINEL-Ready,100.0,80.9,81.0,97.5,88.1,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000773/000773.sysml,86.4,SENTINEL-Ready,100.0,71.7,78.5,100.0,88.7,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000774/000774.sysml,95.2,SENTINEL-Ready,100.0,88.8,92.3,100.0,98.7,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000775/000775.sysml,92.6,SENTINEL-Ready,100.0,83.5,93.3,92.0,96.4,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000776/000776.sysml,81.5,Simulation-Ready,100.0,61.0,77.9,84.0,91.9,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/000777/000777.sysml,87.9,SENTINEL-Ready,100.0,76.7,81.4,92.5,95.3,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000778/000778.sysml,82.7,Simulation-Ready,100.0,66.5,73.7,90.0,91.8,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/000779/000779.sysml,94.8,SENTINEL-Ready,100.0,92.0,87.8,100.0,98.7,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000780/000780.sysml,88.4,SENTINEL-Ready,90.0,84.3,85.6,92.5,95.5,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000781/000781.sysml,97.3,SENTINEL-Ready,100.0,96.8,94.0,100.0,95.9,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000782/000782.sysml,92.9,SENTINEL-Ready,100.0,85.7,89.5,100.0,91.3,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000783/000783.sysml,84.9,Simulation-Ready,92.5,70.9,77.9,100.0,96.1,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000784/000784.sysml,75.3,Simulation-Ready,87.5,57.4,73.4,89.9,72.8,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/000785/000785.sysml,91.5,SENTINEL-Ready,100.0,79.5,87.3,100.0,97.8,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000786/000786.sysml,94.4,SENTINEL-Ready,100.0,90.4,87.8,100.0,98.5,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000787/000787.sysml,93.8,SENTINEL-Ready,100.0,82.0,94.0,100.0,98.4,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000788/000788.sysml,86.4,SENTINEL-Ready,100.0,71.2,77.0,98.0,96.0,99.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000789/000789.sysml,92.8,SENTINEL-Ready,95.0,86.3,90.7,100.0,98.1,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000790/000790.sysml,91.7,SENTINEL-Ready,100.0,73.5,94.0,100.0,97.8,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000791/000791.sysml,92.5,SENTINEL-Ready,100.0,88.8,86.6,100.0,86.1,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000792/000792.sysml,93.0,SENTINEL-Ready,100.0,83.9,92.3,95.0,97.2,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000793/000793.sysml,93.6,SENTINEL-Ready,100.0,89.1,85.8,100.0,98.3,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000794/000794.sysml,78.8,Simulation-Ready,85.0,69.6,76.2,85.5,83.0,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/000795/000795.sysml,91.7,SENTINEL-Ready,95.0,82.7,89.9,100.0,97.8,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000796/000796.sysml,89.7,SENTINEL-Ready,100.0,72.4,90.1,95.9,96.5,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000797/000797.sysml,93.5,SENTINEL-Ready,92.5,90.4,94.0,100.0,93.2,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000798/000798.sysml,91.8,SENTINEL-Ready,100.0,78.9,89.3,100.0,97.9,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000799/000799.sysml,94.8,SENTINEL-Ready,100.0,91.5,89.5,100.0,95.2,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000800/000800.sysml,95.4,SENTINEL-Ready,100.0,92.1,89.9,100.0,98.8,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000801/000801.sysml,94.4,SENTINEL-Ready,92.5,93.1,92.4,100.0,98.5,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000802/000802.sysml,95.6,SENTINEL-Ready,100.0,92.8,89.9,100.0,98.8,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000803/000803.sysml,95.1,SENTINEL-Ready,100.0,86.8,94.0,100.0,98.7,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000804/000804.sysml,94.1,SENTINEL-Ready,100.0,87.1,89.9,100.0,98.5,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000805/000805.sysml,91.5,SENTINEL-Ready,95.0,83.4,89.1,100.0,96.1,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000806/000806.sysml,95.1,SENTINEL-Ready,100.0,90.5,90.5,100.0,98.7,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000807/000807.sysml,92.9,SENTINEL-Ready,100.0,88.0,84.4,100.0,98.2,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000808/000808.sysml,90.5,SENTINEL-Ready,97.5,80.4,86.0,99.9,95.8,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000809/000809.sysml,95.6,SENTINEL-Ready,92.5,96.5,94.0,100.0,98.9,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000810/000810.sysml,84.6,Simulation-Ready,100.0,65.9,79.4,91.9,94.3,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/000811/000811.sysml,90.7,SENTINEL-Ready,100.0,80.4,83.6,100.0,97.6,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000812/000812.sysml,90.2,SENTINEL-Ready,100.0,68.6,93.3,99.9,97.4,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/000813/000813.sysml,91.4,SENTINEL-Ready,100.0,77.5,88.8,100.0,97.8,99.2%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000814/000814.sysml,84.7,Simulation-Ready,100.0,75.1,72.9,96.0,83.3,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000815/000815.sysml,94.3,SENTINEL-Ready,100.0,91.5,89.5,100.0,90.0,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000816/000816.sysml,93.0,SENTINEL-Ready,100.0,78.6,94.0,100.0,98.2,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000817/000817.sysml,90.5,SENTINEL-Ready,100.0,84.0,79.1,100.0,97.5,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000818/000818.sysml,89.6,SENTINEL-Ready,85.0,87.5,90.5,100.0,88.8,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000819/000819.sysml,96.1,SENTINEL-Ready,100.0,93.1,93.3,97.5,98.5,99.2%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000820/000820.sysml,96.7,SENTINEL-Ready,100.0,96.7,94.0,100.0,90.6,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000821/000821.sysml,93.8,SENTINEL-Ready,100.0,81.9,94.0,100.0,98.4,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000822/000822.sysml,96.0,SENTINEL-Ready,100.0,96.8,87.8,100.0,99.0,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000823/000823.sysml,93.7,SENTINEL-Ready,100.0,86.1,89.5,99.8,98.3,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000824/000824.sysml,92.4,SENTINEL-Ready,100.0,89.6,82.1,100.0,94.6,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000825/000825.sysml,89.4,SENTINEL-Ready,92.5,77.6,90.7,100.0,92.1,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000826/000826.sysml,90.6,SENTINEL-Ready,100.0,78.1,85.2,100.0,97.6,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000827/000827.sysml,87.4,SENTINEL-Ready,100.0,80.5,82.0,83.0,93.3,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000828/000828.sysml,92.0,SENTINEL-Ready,100.0,89.7,79.3,100.0,97.9,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000829/000829.sysml,91.2,SENTINEL-Ready,100.0,87.3,78.4,100.0,97.7,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000830/000830.sysml,87.2,SENTINEL-Ready,92.5,78.9,86.9,90.0,91.2,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000831/000831.sysml,94.6,SENTINEL-Ready,100.0,91.6,92.3,92.5,97.1,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000832/000832.sysml,86.4,SENTINEL-Ready,100.0,72.2,77.5,96.0,95.6,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/000833/000833.sysml,92.9,SENTINEL-Ready,100.0,81.9,90.5,100.0,98.2,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
